,0,1,2,3,4,5,6
0,200,203,0,1,2050,16940821,0
1,200,203,0,14,2050,16940828,0
2,200,203,0,26,2040,16940835,0
3,200,203,0,38,2050,16940842,0
4,200,203,0,59,2040,16940849,0
5,200,203,0,74,2040,16940856,0
6,200,203,0,84,2040,16940863,0
7,200,203,0,96,2040,16940870,0
8,200,203,0,99,2040,16940877,0
9,200,203,0,104,2040,16940884,0
10,200,203,0,114,2040,16940892,0
11,200,203,0,116,2040,16940899,0
12,200,203,0,125,2040,16940906,0
13,200,203,0,129,2050,16940913,0
14,200,203,0,128,2040,16940920,0
15,200,203,0,133,2040,16940927,0
16,200,203,0,136,2030,16940934,0
17,200,203,0,136,2030,16940941,0
18,200,203,0,142,2030,16940948,0
19,200,203,0,139,2040,16940955,0
20,200,203,0,141,2050,16940962,0
21,200,203,0,143,2050,16940969,0
22,200,203,0,139,2050,16940976,0
23,200,203,0,142,2050,16940983,0
24,200,203,0,144,2040,16940990,0
25,200,203,0,140,2050,16940997,0
26,200,203,0,145,2040,16941004,0
27,200,203,0,145,2040,16941011,0
28,200,203,0,143,2040,16941018,0
29,200,203,0,145,2040,16941025,0
30,200,203,0,143,2040,16941032,0
31,200,203,0,142,2040,16941039,0
32,200,203,0,148,2040,16941046,0
33,200,203,0,142,2040,16941053,0
34,200,203,0,145,2040,16941060,0
35,200,203,0,145,2040,16941067,0
36,200,203,0,142,2040,16941074,0
37,200,203,0,145,2040,16941082,0
38,200,203,0,144,2040,16941089,0
39,200,203,0,142,2040,16941096,0
40,200,203,0,145,2040,16941103,0
41,200,203,0,142,2040,16941110,0
42,200,203,0,143,2040,16941117,0
43,200,203,0,148,2040,16941124,0
44,200,203,0,143,2040,16941131,0
45,200,203,0,144,2040,16941138,0
46,200,203,0,146,2040,16941145,0
47,200,203,0,143,2040,16941152,0
48,200,203,0,145,2040,16941159,0
49,200,203,0,148,2050,16941166,0
50,200,203,0,145,2050,16941173,0
51,200,203,0,149,2050,16941180,0
52,200,203,0,146,2050,16941187,0
53,200,203,0,145,2040,16941194,0
54,200,203,0,149,2040,16941201,0
55,200,203,0,145,2040,16941208,0
56,200,203,0,145,2040,16941215,0
57,200,203,0,149,2040,16941222,0
58,200,203,0,143,2040,16941229,0
59,200,203,0,149,2040,16941236,0
60,200,203,0,149,2040,16941243,0
61,200,203,0,145,2040,16941250,0
62,200,203,0,149,2050,16941257,0
63,200,203,0,146,2040,16941265,0
