,0,1,2,3,4,5,6
0,200,203,0,73,1100,290479,0
1,200,203,0,149,1100,290486,0
2,200,203,0,227,1110,290493,0
3,199,203,0,288,1110,290500,0
4,199,203,0,334,1110,290507,0
5,199,203,0,376,1110,290514,0
6,199,203,0,410,1100,290521,0
7,199,203,0,430,1090,290528,0
8,199,203,0,452,1100,290535,0
9,199,203,0,471,1110,290542,0
10,200,203,0,489,1110,290549,0
11,200,203,0,508,1110,290556,0
12,200,203,0,522,1120,290563,0
13,200,203,0,535,1110,290570,0
14,200,203,0,550,1120,290577,0
15,200,203,0,561,1120,290584,0
16,200,203,0,573,1110,290591,0
17,201,203,0,585,1110,290598,0
18,201,203,0,590,1120,290605,0
19,201,202,0,599,1110,290612,0
20,202,202,0,604,1120,290619,0
21,202,202,0,605,1120,290626,0
22,202,202,0,611,1110,290633,0
23,202,202,0,614,1110,290641,0
24,202,202,0,617,1110,290648,0
25,202,201,0,623,1120,290655,0
26,202,201,0,625,1110,290662,0
27,202,201,0,631,1120,290669,0
28,203,201,0,638,1130,290676,0
29,203,201,0,638,1120,290683,0
30,203,200,0,643,1120,290690,0
31,203,200,0,648,1100,290697,0
32,204,200,0,651,1120,290704,0
33,204,199,0,658,1110,290711,0
34,204,199,0,663,1120,290718,0
35,204,199,0,667,1130,290725,0
36,204,199,0,676,1120,290732,0
37,204,198,0,678,1130,290739,0
38,204,198,0,684,1110,290746,0
39,204,198,0,690,1100,290753,0
40,204,198,0,690,1120,290760,0
41,205,197,0,695,1120,290767,0
42,205,197,0,699,1120,290774,0
43,205,196,0,700,1140,290781,0
44,205,196,0,703,1140,290788,0
45,205,196,0,706,1130,290795,0
46,205,195,0,710,1130,290802,0
47,205,195,0,714,1120,290809,0
48,205,195,0,716,1100,290816,0
49,205,194,0,721,1120,290823,0
50,205,194,0,726,1130,290831,0
51,204,194,0,727,1120,290838,0
52,204,193,0,729,1150,290845,0
53,204,193,0,731,1140,290852,0
54,204,192,0,730,1130,290859,0
55,204,192,0,733,1130,290866,0
56,204,192,0,734,1110,290873,0
57,204,191,0,734,1100,290880,0
58,204,191,0,739,1100,290887,0
59,203,191,0,742,1090,290894,0
60,203,190,0,744,1100,290901,0
61,203,190,0,748,1100,290908,0
62,202,189,0,750,1090,290915,0
63,202,189,0,754,1100,290922,0
64,201,189,0,757,1100,290929,0
65,201,188,0,756,1090,290936,0
66,200,188,0,759,1100,290943,0
67,200,187,0,762,1090,290950,0
68,199,187,0,760,1100,290957,0
69,199,186,0,762,1100,290964,0
70,199,186,0,763,1090,290971,0
71,198,186,0,764,1100,290978,0
72,198,186,0,770,1090,290985,0
73,197,185,0,770,1090,290992,0
74,197,185,0,773,1090,290999,0
75,196,185,0,776,1080,291006,0
76,196,184,0,775,1090,291014,0
77,195,184,0,779,1090,291021,0
78,194,184,0,781,1090,291028,0
79,194,183,0,782,1080,291035,0
80,193,183,0,788,1080,291042,0
81,193,183,0,790,1080,291049,0
82,192,183,0,793,1080,291056,0
83,191,183,0,796,1080,291063,0
84,191,182,0,796,1090,291070,0
85,190,182,0,799,1080,291077,0
86,190,182,0,800,1070,291084,0
87,190,182,0,800,1080,291091,0
88,189,182,0,803,1070,291098,0
89,189,182,0,806,1070,291105,0
90,188,182,0,803,1080,291112,0
91,188,183,0,807,1060,291119,0
92,187,183,0,807,1070,291126,0
93,186,183,0,807,1080,291133,0
94,186,183,0,809,1060,291140,0
95,185,183,0,807,1080,291147,0
96,185,183,0,807,1080,291154,0
97,184,183,0,812,1060,291161,0
98,184,183,0,810,1080,291168,0
99,183,184,0,812,1070,291175,0
100,183,184,0,813,1060,291182,0
101,182,184,0,812,1070,291189,0
102,182,184,0,814,1060,291197,0
103,181,185,0,812,1060,291204,0
104,181,185,0,812,1070,291211,0
105,180,185,0,815,1060,291218,0
106,180,186,0,813,1070,291225,0
107,179,186,0,814,1080,291232,0
108,179,187,0,816,1070,291239,0
109,178,187,0,815,1080,291246,0
110,178,188,0,814,1070,291253,0
111,177,188,0,815,1060,291260,0
112,177,189,0,814,1070,291267,0
113,176,189,0,816,1060,291274,0
114,176,190,0,815,1070,291281,0
115,175,191,0,813,1080,291288,0
116,175,191,0,816,1080,291295,0
117,174,192,0,814,1080,291302,0
118,174,192,0,815,1070,291309,0
119,174,193,0,817,1090,291316,0
120,173,193,0,814,1080,291323,0
121,173,194,0,815,1090,291330,0
122,173,194,0,815,1090,291337,0
123,172,195,0,814,1080,291344,0
124,172,195,0,816,1090,291351,0
125,171,196,0,815,1100,291358,0
